,Disease,CombinedColumn,Drug Reaction,Specialities
256,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Gastroenteritis,Gastroenterologist
257,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Urinary tract infection,Gynecologist
258,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Chronic cholestasis,Hepatologist
259,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",hepatitis A,Hepatologist
260,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Hepatitis B,hepatologist
261,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Hepatitis C,Hepatologist
262,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Hepatitis E,Hepatologist
263,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Hepatitis D,Hepatologist
264,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Alcoholic hepatitis,Hepatologist
265,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Malaria,Internal Medcine
266,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Dengue,Internal Medcine
267,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Migraine,Neurologist
268,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Cervical spondylosis,Neurologist
269,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Paralysis (brain hemorrhage),Neurologist
270,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",AIDS,Osteopathic
271,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
272,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Common Cold,Otolaryngologist
273,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Typhoid,Pediatrician
274,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Varicose veins,Phlebologist
275,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Bronchial Asthma,Pulmonologist
276,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Pneumonia,Pulmonologist
277,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Osteoarthristis,Rheumatologists
278,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Arthritis,Rheumatologists
279,Chronic cholestasis,"cold baths, anti itch medicine, consult doctor, eat healthy",Tuberculosis,Tuberculosis
280,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Allergy,Allergist
281,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hypertension ,Cardiologist
282,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Heart attack,Cardiologist
283,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Psoriasis,Dermatologist
284,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Chicken pox,Dermatologist
285,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Acne,Dermatologist
286,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Impetigo,Dermatologist
287,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Fungal infection,Dermatologist
288,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hypothyroidism,Endocrinologist
289,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Diabetes ,Endocrinologist
290,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hypoglycemia,Endocrinologist
291,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hyperthyroidism,Endocrinologist
292,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",GERD,Gastroenterologist
293,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Peptic ulcer diseae,Gastroenterologist
294,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Jaundice,Gastroenterologist
295,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Dimorphic hemmorhoids(piles),Gastroenterologist 
296,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Gastroenteritis,Gastroenterologist
297,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Urinary tract infection,Gynecologist
298,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Chronic cholestasis,Hepatologist
299,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",hepatitis A,Hepatologist
300,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hepatitis B,hepatologist
301,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hepatitis C,Hepatologist
302,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hepatitis E,Hepatologist
303,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Hepatitis D,Hepatologist
304,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Alcoholic hepatitis,Hepatologist
305,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Malaria,Internal Medcine
306,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Dengue,Internal Medcine
307,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Migraine,Neurologist
308,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Cervical spondylosis,Neurologist
309,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Paralysis (brain hemorrhage),Neurologist
310,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",AIDS,Osteopathic
311,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
312,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Common Cold,Otolaryngologist
313,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Typhoid,Pediatrician
314,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Varicose veins,Phlebologist
315,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Bronchial Asthma,Pulmonologist
316,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Pneumonia,Pulmonologist
317,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Osteoarthristis,Rheumatologists
318,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Arthritis,Rheumatologists
319,hepatitis A,"Consult nearest hospital, wash hands through, avoid fatty spicy food, medication",Tuberculosis,Tuberculosis
320,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Allergy,Allergist
321,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hypertension ,Cardiologist
322,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Heart attack,Cardiologist
323,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Psoriasis,Dermatologist
324,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Chicken pox,Dermatologist
325,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Acne,Dermatologist
326,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Impetigo,Dermatologist
327,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Fungal infection,Dermatologist
328,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hypothyroidism,Endocrinologist
329,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Diabetes ,Endocrinologist
330,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hypoglycemia,Endocrinologist
331,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hyperthyroidism,Endocrinologist
332,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",GERD,Gastroenterologist
333,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Peptic ulcer diseae,Gastroenterologist
334,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Jaundice,Gastroenterologist
335,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Dimorphic hemmorhoids(piles),Gastroenterologist 
336,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Gastroenteritis,Gastroenterologist
337,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Urinary tract infection,Gynecologist
338,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Chronic cholestasis,Hepatologist
339,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",hepatitis A,Hepatologist
340,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hepatitis B,hepatologist
341,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hepatitis C,Hepatologist
342,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hepatitis E,Hepatologist
343,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Hepatitis D,Hepatologist
344,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Alcoholic hepatitis,Hepatologist
345,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Malaria,Internal Medcine
346,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Dengue,Internal Medcine
347,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Migraine,Neurologist
348,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Cervical spondylosis,Neurologist
349,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Paralysis (brain hemorrhage),Neurologist
350,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",AIDS,Osteopathic
351,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
352,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Common Cold,Otolaryngologist
353,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Typhoid,Pediatrician
354,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Varicose veins,Phlebologist
355,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Bronchial Asthma,Pulmonologist
356,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Pneumonia,Pulmonologist
357,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Osteoarthristis,Rheumatologists
358,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Arthritis,Rheumatologists
359,Osteoarthristis,"acetaminophen, consult nearest hospital, follow up, salt baths",Tuberculosis,Tuberculosis
360,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Allergy,Allergist
361,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Hypertension ,Cardiologist
362,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Heart attack,Cardiologist
363,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Psoriasis,Dermatologist
364,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Chicken pox,Dermatologist
365,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Acne,Dermatologist
366,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Impetigo,Dermatologist
367,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Fungal infection,Dermatologist
368,(vertigo) Paroymsal  Positional Vertigo,"lie down, avoid sudden change in body, avoid abrupt head movment, relax",Hypothyroidism,Endocrinologist
