Disease,Precautions,Symptoms,Specialities
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Varicose veins,Phlebologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Bronchial Asthma,Pulmonologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Pneumonia,Pulmonologist
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Osteoarthristis,Rheumatologists
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Arthritis,Rheumatologists
Hepatitis C,consult nearest hospital vaccination eat healthy medication,Tuberculosis,Internist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Allergy,Allergist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hypertension ,Cardiologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Heart attack,Cardiologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Psoriasis,Dermatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Chicken pox,Dermatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Acne,Dermatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Impetigo,Dermatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Fungal infection,Dermatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hypothyroidism,Endocrinologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Diabetes ,Endocrinologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hypoglycemia,Endocrinologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hyperthyroidism,Endocrinologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,GERD,Gastroenterologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Peptic ulcer diseae,Gastroenterologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Jaundice,Gastroenterologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Dimorphic hemmorhoids(piles),Gastroenterologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Gastroenteritis,Gastroenterologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Urinary tract infection,Gynecologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Chronic cholestasis,Hepatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,hepatitis A,Hepatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hepatitis B,hepatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hepatitis C,Hepatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hepatitis E,Hepatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Hepatitis D,Hepatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Alcoholic hepatitis,Hepatologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Malaria,Internal Medcine
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Dengue,Internal Medcine
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Migraine,Neurologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Cervical spondylosis,Neurologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Paralysis (brain hemorrhage),Neurologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,AIDS,Osteopathic
Migraine,meditation reduce stress use poloroid glass sun consult doctor,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Common Cold,Otolaryngologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Typhoid,Pediatrician
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Varicose veins,Phlebologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Bronchial Asthma,Pulmonologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Pneumonia,Pulmonologist
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Osteoarthristis,Rheumatologists
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Arthritis,Rheumatologists
Migraine,meditation reduce stress use poloroid glass sun consult doctor,Tuberculosis,Internist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Allergy,Allergist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hypertension ,Cardiologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Heart attack,Cardiologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Psoriasis,Dermatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Chicken pox,Dermatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Acne,Dermatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Impetigo,Dermatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Fungal infection,Dermatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hypothyroidism,Endocrinologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Diabetes ,Endocrinologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hypoglycemia,Endocrinologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hyperthyroidism,Endocrinologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,GERD,Gastroenterologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Peptic ulcer diseae,Gastroenterologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Jaundice,Gastroenterologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Dimorphic hemmorhoids(piles),Gastroenterologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Gastroenteritis,Gastroenterologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Urinary tract infection,Gynecologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Chronic cholestasis,Hepatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,hepatitis A,Hepatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hepatitis B,hepatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hepatitis C,Hepatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hepatitis E,Hepatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Hepatitis D,Hepatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Alcoholic hepatitis,Hepatologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Malaria,Internal Medcine
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Dengue,Internal Medcine
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Migraine,Neurologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Cervical spondylosis,Neurologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Paralysis (brain hemorrhage),Neurologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,AIDS,Osteopathic
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Common Cold,Otolaryngologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Typhoid,Pediatrician
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Varicose veins,Phlebologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Bronchial Asthma,Pulmonologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Pneumonia,Pulmonologist
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Osteoarthristis,Rheumatologists
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Arthritis,Rheumatologists
Bronchial Asthma,switch loose cloothing take deep breath get away trigger seek help,Tuberculosis,Internist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Allergy,Allergist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hypertension ,Cardiologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Heart attack,Cardiologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Psoriasis,Dermatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Chicken pox,Dermatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Acne,Dermatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Impetigo,Dermatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Fungal infection,Dermatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hypothyroidism,Endocrinologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Diabetes ,Endocrinologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hypoglycemia,Endocrinologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hyperthyroidism,Endocrinologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,GERD,Gastroenterologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Peptic ulcer diseae,Gastroenterologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Jaundice,Gastroenterologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Dimorphic hemmorhoids(piles),Gastroenterologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Gastroenteritis,Gastroenterologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Urinary tract infection,Gynecologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Chronic cholestasis,Hepatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,hepatitis A,Hepatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hepatitis B,hepatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hepatitis C,Hepatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hepatitis E,Hepatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Hepatitis D,Hepatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Alcoholic hepatitis,Hepatologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Malaria,Internal Medcine
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Dengue,Internal Medcine
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Migraine,Neurologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Cervical spondylosis,Neurologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Paralysis (brain hemorrhage),Neurologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,AIDS,Osteopathic
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Common Cold,Otolaryngologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Typhoid,Pediatrician
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Varicose veins,Phlebologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Bronchial Asthma,Pulmonologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Pneumonia,Pulmonologist
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Osteoarthristis,Rheumatologists
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Arthritis,Rheumatologists
Alcoholic hepatitis,stop alcohol consumption consult doctor medication follow,Tuberculosis,Internist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Allergy,Allergist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hypertension ,Cardiologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Heart attack,Cardiologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Psoriasis,Dermatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Chicken pox,Dermatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Acne,Dermatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Impetigo,Dermatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Fungal infection,Dermatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hypothyroidism,Endocrinologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Diabetes ,Endocrinologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hypoglycemia,Endocrinologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hyperthyroidism,Endocrinologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,GERD,Gastroenterologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Peptic ulcer diseae,Gastroenterologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Jaundice,Gastroenterologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Dimorphic hemmorhoids(piles),Gastroenterologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Gastroenteritis,Gastroenterologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Urinary tract infection,Gynecologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Chronic cholestasis,Hepatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,hepatitis A,Hepatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hepatitis B,hepatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hepatitis C,Hepatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hepatitis E,Hepatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Hepatitis D,Hepatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Alcoholic hepatitis,Hepatologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Malaria,Internal Medcine
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Dengue,Internal Medcine
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Migraine,Neurologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Cervical spondylosis,Neurologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Paralysis (brain hemorrhage),Neurologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,AIDS,Osteopathic
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Common Cold,Otolaryngologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Typhoid,Pediatrician
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Varicose veins,Phlebologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Bronchial Asthma,Pulmonologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Pneumonia,Pulmonologist
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Osteoarthristis,Rheumatologists
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Arthritis,Rheumatologists
Jaundice,drink plenty water consume milk thistle eat fruit high fiberous food medication,Tuberculosis,Internist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Allergy,Allergist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hypertension ,Cardiologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Heart attack,Cardiologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Psoriasis,Dermatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Chicken pox,Dermatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Acne,Dermatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Impetigo,Dermatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Fungal infection,Dermatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hypothyroidism,Endocrinologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Diabetes ,Endocrinologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hypoglycemia,Endocrinologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hyperthyroidism,Endocrinologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,GERD,Gastroenterologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Peptic ulcer diseae,Gastroenterologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Jaundice,Gastroenterologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Dimorphic hemmorhoids(piles),Gastroenterologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Gastroenteritis,Gastroenterologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Urinary tract infection,Gynecologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Chronic cholestasis,Hepatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,hepatitis A,Hepatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hepatitis B,hepatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hepatitis C,Hepatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hepatitis E,Hepatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Hepatitis D,Hepatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Alcoholic hepatitis,Hepatologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Malaria,Internal Medcine
Hepatitis E,stop alcohol consumption rest consult doctor medication,Dengue,Internal Medcine
Hepatitis E,stop alcohol consumption rest consult doctor medication,Migraine,Neurologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Cervical spondylosis,Neurologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Paralysis (brain hemorrhage),Neurologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,AIDS,Osteopathic
Hepatitis E,stop alcohol consumption rest consult doctor medication,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Common Cold,Otolaryngologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Typhoid,Pediatrician
Hepatitis E,stop alcohol consumption rest consult doctor medication,Varicose veins,Phlebologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Bronchial Asthma,Pulmonologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Pneumonia,Pulmonologist
Hepatitis E,stop alcohol consumption rest consult doctor medication,Osteoarthristis,Rheumatologists
Hepatitis E,stop alcohol consumption rest consult doctor medication,Arthritis,Rheumatologists
Hepatitis E,stop alcohol consumption rest consult doctor medication,Tuberculosis,Internist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Allergy,Allergist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hypertension ,Cardiologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Heart attack,Cardiologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Psoriasis,Dermatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Chicken pox,Dermatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Acne,Dermatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Impetigo,Dermatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Fungal infection,Dermatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hypothyroidism,Endocrinologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Diabetes ,Endocrinologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hypoglycemia,Endocrinologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hyperthyroidism,Endocrinologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,GERD,Gastroenterologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Peptic ulcer diseae,Gastroenterologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Jaundice,Gastroenterologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Dimorphic hemmorhoids(piles),Gastroenterologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Gastroenteritis,Gastroenterologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Urinary tract infection,Gynecologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Chronic cholestasis,Hepatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,hepatitis A,Hepatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hepatitis B,hepatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hepatitis C,Hepatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hepatitis E,Hepatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Hepatitis D,Hepatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Alcoholic hepatitis,Hepatologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Malaria,Internal Medcine
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Dengue,Internal Medcine
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Migraine,Neurologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Cervical spondylosis,Neurologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Paralysis (brain hemorrhage),Neurologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,AIDS,Osteopathic
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Common Cold,Otolaryngologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Typhoid,Pediatrician
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Varicose veins,Phlebologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Bronchial Asthma,Pulmonologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Pneumonia,Pulmonologist
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Osteoarthristis,Rheumatologists
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Arthritis,Rheumatologists
Dengue,drink papaya leaf juice avoid fatty spicy food keep mosquito away keep hydrated,Tuberculosis,Internist
Hepatitis D,consult doctor medication eat healthy follow,Allergy,Allergist
Hepatitis D,consult doctor medication eat healthy follow,Hypertension ,Cardiologist
Hepatitis D,consult doctor medication eat healthy follow,Heart attack,Cardiologist
Hepatitis D,consult doctor medication eat healthy follow,Psoriasis,Dermatologist
Hepatitis D,consult doctor medication eat healthy follow,Chicken pox,Dermatologist
Hepatitis D,consult doctor medication eat healthy follow,Acne,Dermatologist
Hepatitis D,consult doctor medication eat healthy follow,Impetigo,Dermatologist
Hepatitis D,consult doctor medication eat healthy follow,Fungal infection,Dermatologist
Hepatitis D,consult doctor medication eat healthy follow,Hypothyroidism,Endocrinologist
Hepatitis D,consult doctor medication eat healthy follow,Diabetes ,Endocrinologist
Hepatitis D,consult doctor medication eat healthy follow,Hypoglycemia,Endocrinologist
Hepatitis D,consult doctor medication eat healthy follow,Hyperthyroidism,Endocrinologist
Hepatitis D,consult doctor medication eat healthy follow,GERD,Gastroenterologist
Hepatitis D,consult doctor medication eat healthy follow,Peptic ulcer diseae,Gastroenterologist
Hepatitis D,consult doctor medication eat healthy follow,Jaundice,Gastroenterologist
Hepatitis D,consult doctor medication eat healthy follow,Dimorphic hemmorhoids(piles),Gastroenterologist
Hepatitis D,consult doctor medication eat healthy follow,Gastroenteritis,Gastroenterologist
Hepatitis D,consult doctor medication eat healthy follow,Urinary tract infection,Gynecologist
Hepatitis D,consult doctor medication eat healthy follow,Chronic cholestasis,Hepatologist
Hepatitis D,consult doctor medication eat healthy follow,hepatitis A,Hepatologist
Hepatitis D,consult doctor medication eat healthy follow,Hepatitis B,hepatologist
Hepatitis D,consult doctor medication eat healthy follow,Hepatitis C,Hepatologist
Hepatitis D,consult doctor medication eat healthy follow,Hepatitis E,Hepatologist
Hepatitis D,consult doctor medication eat healthy follow,Hepatitis D,Hepatologist
Hepatitis D,consult doctor medication eat healthy follow,Alcoholic hepatitis,Hepatologist
Hepatitis D,consult doctor medication eat healthy follow,Malaria,Internal Medcine
Hepatitis D,consult doctor medication eat healthy follow,Dengue,Internal Medcine
Hepatitis D,consult doctor medication eat healthy follow,Migraine,Neurologist
Hepatitis D,consult doctor medication eat healthy follow,Cervical spondylosis,Neurologist
Hepatitis D,consult doctor medication eat healthy follow,Paralysis (brain hemorrhage),Neurologist
Hepatitis D,consult doctor medication eat healthy follow,AIDS,Osteopathic
Hepatitis D,consult doctor medication eat healthy follow,(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
Hepatitis D,consult doctor medication eat healthy follow,Common Cold,Otolaryngologist
Hepatitis D,consult doctor medication eat healthy follow,Typhoid,Pediatrician
Hepatitis D,consult doctor medication eat healthy follow,Varicose veins,Phlebologist
Hepatitis D,consult doctor medication eat healthy follow,Bronchial Asthma,Pulmonologist
Hepatitis D,consult doctor medication eat healthy follow,Pneumonia,Pulmonologist
Hepatitis D,consult doctor medication eat healthy follow,Osteoarthristis,Rheumatologists
Hepatitis D,consult doctor medication eat healthy follow,Arthritis,Rheumatologists
Hepatitis D,consult doctor medication eat healthy follow,Tuberculosis,Internist
Heart attack,call ambulance chew swallow asprin keep calm nan,Allergy,Allergist
Heart attack,call ambulance chew swallow asprin keep calm nan,Hypertension ,Cardiologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Heart attack,Cardiologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Psoriasis,Dermatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Chicken pox,Dermatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Acne,Dermatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Impetigo,Dermatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Fungal infection,Dermatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Hypothyroidism,Endocrinologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Diabetes ,Endocrinologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Hypoglycemia,Endocrinologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Hyperthyroidism,Endocrinologist
Heart attack,call ambulance chew swallow asprin keep calm nan,GERD,Gastroenterologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Peptic ulcer diseae,Gastroenterologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Jaundice,Gastroenterologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Dimorphic hemmorhoids(piles),Gastroenterologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Gastroenteritis,Gastroenterologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Urinary tract infection,Gynecologist
Heart attack,call ambulance chew swallow asprin keep calm nan,Chronic cholestasis,Hepatologist
Heart attack,call ambulance chew swallow asprin keep calm nan,hepatitis A,Hepatologist
